country1,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French South Antarctic Territory,Gabon,Gambia,Gaza Strip,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard Island and McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia and the South Sandwich Islands,South Korea,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis and Futuna,Western Sahara,Yemen,Zambia,Zimbabwe
Comoros,5663.9,6356.6,6338.9,15288.0,7407.8,2836.0,12193.9,7532.5,12044.7,10675.5,5751.7,12855.9,9449.7,7192.5,5771.4,13706.4,4246.2,6408.0,11745.6,7422.5,7898.0,14879.5,5160.6,12455.7,6649.7,11462.2,6724.1,2343.1,5898.6,10308.8,3136.5,12361.4,8048.5,6330.8,5684.3,6804.9,1802.7,7271.9,4087.0,14467.6,8085.5,14042.2,3259.7,4100.1,11443.0,8242.8,6740.1,5761.6,13188.3,0.0,15531.0,14311.7,5876.7,6938.3,13752.8,12753.8,5317.2,7375.7,2585.4,8194.9,2624.8,11976.1,12945.1,13450.9,4508.3,14911.8,4006.4,3025.9,7996.2,2078.0,2354.5,9880.8,9287.6,14209.5,8333.8,7662.0,10868.5,16429.4,4764.8,3767.8,7107.6,4891.4,6000.2,7695.2,5431.4,7408.7,6086.7,11126.3,11951.2,12072.5,11483.1,15063.3,8170.3,6398.3,7031.9,11520.3,13170.0,5275.6,14633.6,8544.8,6973.5,9977.8,5258.4,7827.4,5012.7,4990.8,8753.8,8624.8,4846.3,6759.2,13693.6,11172.9,8127.1,4768.8,7015.1,1467.2,16048.0,6471.6,4573.5,6679.0,7318.6,7824.7,5131.5,2544.8,6238.1,5117.3,7374.7,7662.2,7762.8,8482.6,827.6,1051.1,6672.0,3651.0,6188.1,6133.3,14235.0,11927.4,7011.1,1736.4,175.8,16251.6,11994.1,6744.6,7182.8,8811.3,6540.0,12081.7,7267.8,1168.9,2955.8,13595.7,6215.0,7998.4,12698.0,12305.5,14506.0,5110.0,4532.3,14981.0,12503.8,10325.8,6341.7,11610.5,8612.1,3921.0,5412.9,10264.6,4936.5,13969.7,10964.6,10721.5,12881.6,9027.1,15850.4,7457.7,7825.3,12564.4,4194.3,3355.8,6677.7,9723.6,1895.8,1609.9,5832.0,12152.9,11911.1,11734.0,11929.1,15146.8,6951.8,4328.2,3958.1,7062.7,6608.4,1506.5,6556.8,6786.7,7116.4,7045.8,12593.9,1900.5,2989.3,8325.5,10237.1,7589.7,4631.7,3123.9,11184.1,10008.4,8292.7,7406.1,5191.5,9257.8,6296.6,1159.8,6999.3,8938.3,5275.8,15452.0,14399.4,11883.0,6234.0,5698.7,5859.5,13133.7,14501.4,12387.4,1946.1,6790.9,4053.1,8656.6,15121.2,10195.9,6267.9,13072.6,6767.5,12386.2,7662.4,14684.6,7347.4,3076.3,1746.9,1764.7
Cook Islands,15177.8,17795.6,18006.0,1340.9,17079.3,16406.7,11402.5,9204.8,11490.2,9084.8,16872.8,10493.2,6745.2,17044.9,16686.9,10267.8,16890.4,12883.0,11583.4,16340.8,16478.4,8860.4,17696.0,11697.7,12964.2,9988.9,17478.0,15160.5,11469.5,11227.0,13617.1,11252.1,9731.5,17571.0,17506.2,12277.6,17087.6,11047.9,18258.8,9929.8,15343.7,9729.2,18383.9,19346.4,8513.2,11888.3,10063.2,10878.6,9731.5,15531.0,0.0,8982.9,16870.5,17318.1,10083.5,10574.2,18005.8,16805.5,17203.2,16016.4,17428.9,11475.6,10714.0,9071.0,18784.2,8658.2,17589.0,17858.4,15837.9,14584.0,17475.2,8855.5,15034.2,2249.9,15464.9,16791.2,11901.2,1157.6,10814.0,17395.9,16167.7,18224.3,16832.0,16576.6,17310.9,17041.5,18020.7,13166.8,11338.2,11460.5,7169.8,8625.7,16286.1,16595.7,16121.5,11335.1,10513.6,10312.7,8983.4,10514.3,17127.2,14372.3,13958.5,9601.1,16494.8,17356.8,15696.9,15792.0,18201.7,17607.8,9986.4,9101.7,16328.8,18116.3,14918.4,16978.9,2201.7,17633.8,17148.8,14478.0,11560.5,16030.5,17939.4,14313.3,16439.8,19368.1,16973.0,16224.8,16600.9,10560.9,14720.4,15894.4,11039.8,13965.2,17459.6,18280.9,4462.6,11483.5,16800.7,13880.8,15363.6,7942.5,6284.3,17010.3,17244.1,12176.6,17621.6,11439.6,17074.0,15289.1,15111.2,4280.6,13592.6,16343.5,3589.0,3233.2,8977.3,18694.6,18190.0,1081.9,3354.9,10143.9,17740.6,7347.4,15550.5,16338.3,15038.5,7840.6,18114.5,9230.9,6269.8,10176.0,9111.8,9363.2,3330.7,16597.6,16647.2,11050.0,16838.6,17583.0,17230.1,12316.1,17237.4,13959.2,14018.3,11401.0,11462.0,12715.9,11397.0,1547.6,17387.1,17254.1,17462.0,16291.0,17476.5,15225.6,16318.2,10735.1,16960.0,17200.4,4472.4,16705.4,14265.2,10038.2,9900.3,16905.6,13380.9,18610.9,11599.5,13738.4,15683.1,16968.7,17645.9,9918.7,14804.4,16562.3,11575.3,8061.9,17519.2,1876.4,1600.4,11319.5,18261.1,17579.0,15796.8,10667.2,2888.1,11223.4,17453.9,16840.0,16567.3,15735.8,9312.4,9995.8,15312.2,3569.0,17601.4,10602.0,10769.5,2020.0,16622.6,16982.1,16113.2,15447.5
Costa Rica,14313.3,10446.9,9064.3,9896.0,8905.7,11481.5,2420.5,10866.3,2509.4,5727.5,12392.2,1536.5,15710.1,9833.5,12563.3,1820.7,13703.0,16251.2,2667.7,10522.9,9054.1,970.1,9418.8,3173.0,15834.5,3637.1,10166.4,12312.3,10699.4,4402.9,17324.4,2273.6,17436.8,10809.2,8951.2,16501.4,12677.3,17357.8,10544.8,5508.6,6501.0,1133.5,11491.8,11046.5,5188.8,14887.9,18998.3,19729.8,1190.8,14311.7,8982.9,0.0,8592.1,9943.0,1451.0,1628.8,11768.9,9841.7,11793.6,9313.1,13634.8,2509.8,1770.3,1421.7,11890.8,717.2,10428.4,13221.2,10147.6,12999.4,13511.8,7204.4,8365.9,11043.7,10049.6,8924.8,3443.8,7828.1,14966.3,10621.7,7453.5,12015.7,12135.2,9462.7,9078.9,8341.0,10649.7,7424.3,2435.7,2479.6,14085.2,969.4,8553.6,8103.6,7484.6,2792.6,1602.2,14785.6,660.9,15956.3,10205.6,7853.7,16158.8,17836.5,13521.4,12702.6,8182.9,8432.4,12076.9,9812.3,1158.2,13291.8,8586.6,12218.8,12987.3,13486.6,9531.5,10458.4,13238.7,13951.5,16659.9,10193.1,12031.0,12667.4,8185.3,10614.9,9470.5,10217.4,9179.7,16004.3,14630.0,13282.3,18339.3,17101.4,8616.8,10104.7,11520.0,2530.5,7857.0,15722.1,14456.9,2520.7,13720.9,10827.1,9361.4,13688.9,10334.9,2459.7,8191.5,13435.1,11680.6,12146.6,15589.3,9094.7,12533.2,11668.8,379.5,9885.2,10112.1,9962.8,12310.1,13599.9,10558.0,13849.5,9191.4,14422.7,14722.0,15372.1,12068.1,353.0,14767.7,4590.8,2307.4,16250.5,6083.7,10031.8,8087.6,2075.6,13783.8,11073.7,10645.8,12062.4,12646.4,15500.5,8837.1,2418.4,2522.8,4872.0,2477.2,10096.0,9757.6,10055.0,13333.4,7535.8,10419.6,15503.6,7897.5,18527.0,10172.0,9900.7,13034.5,14244.6,12154.8,8367.4,13973.4,8470.4,17422.0,12318.6,3129.9,9361.1,9750.1,9376.5,12240.2,15440.7,14037.9,13271.1,17123.8,16797.2,9268.6,9978.9,10551.2,2470.3,9716.2,11730.1,13416.8,1838.9,11088.1,2245.0,12843.3,10973.4,14127.1,8509.5,3258.8,5543.0,13487.7,12355.9,9802.3,1926.8,17061.4,10635.4,7642.3,14069.7,12584.0,12764.2
Cote d'Ivoire,8004.4,4509.5,2391.9,18189.6,3941.6,3320.5,6329.4,9196.2,6188.6,7861.9,6172.1,7068.6,15288.4,4823.7,6377.7,7836.8,6275.1,10278.6,5935.9,5938.0,4852.9,9026.6,887.7,6682.7,10216.6,6914.5,4620.4,4667.4,6917.8,5659.7,8732.5,6496.3,13269.4,4942.8,679.0,10879.6,4120.1,12036.0,1976.0,9979.2,2217.5,8173.2,2927.5,2786.8,8386.1,11267.1,12482.1,11536.3,7611.1,5876.7,16870.5,8592.1,0.0,4618.9,7876.7,6971.2,5012.6,5079.5,3292.2,5563.6,5298.0,6137.0,7080.0,8131.3,4390.8,9105.6,1871.1,5010.1,6235.4,5492.8,5070.8,8335.3,6032.2,18874.7,6555.3,4351.7,5282.6,15958.2,9560.4,2116.5,1252.0,4902.4,6139.7,5056.6,501.1,3167.1,4438.8,7566.0,6160.2,6217.2,16009.1,9225.9,4655.9,528.4,1157.4,5912.2,7303.8,9948.6,8806.0,12668.7,4995.5,6460.9,9155.8,13280.6,6687.2,5800.5,5092.6,5179.2,4936.2,4201.8,7834.3,13870.2,4630.8,5039.5,8086.9,4894.8,18116.3,4670.6,6036.5,8652.9,11593.2,6069.0,5149.7,5474.5,446.3,3184.1,4621.1,5890.8,4811.4,12621.1,6445.7,4969.6,11882.6,8733.7,1122.4,3741.9,18343.0,6097.9,1599.2,7560.1,6044.1,10390.5,16900.8,5463.5,4206.4,10843.8,4598.5,6228.9,2689.8,5360.2,4270.3,18881.7,9588.2,5042.7,18254.8,16307.9,8717.6,1851.2,1575.8,17903.3,17530.4,12859.7,4635.7,15804.5,5989.0,6761.9,8145.3,15304.8,5009.4,8280.0,16664.5,6694.7,7923.2,13784.6,13582.0,5414.2,3539.3,6701.6,6320.4,2523.4,5163.3,10351.8,4071.0,7386.7,3538.7,6294.9,6091.9,6487.9,6125.0,18407.4,4397.6,1575.7,5684.7,1240.2,4794.8,6912.8,694.6,12133.7,5139.3,4710.1,18445.3,5728.4,5197.9,7453.9,13167.0,3651.6,9501.9,3959.2,5603.0,7962.5,6177.6,4547.4,5456.0,13265.7,8348.8,4746.1,11536.4,14669.4,712.4,18519.9,18139.6,6122.4,3303.9,5359.6,7340.1,7257.3,19680.1,6523.0,4251.9,5691.1,6564.7,5308.8,9526.4,6923.4,7804.0,18827.5,4200.1,6740.9,12345.0,18876.8,2004.4,5948.6,4343.2,4808.6
Croatia,4596.3,596.2,2241.5,16549.8,1128.6,6240.8,7686.2,13398.2,7672.8,12149.7,2497.1,8657.7,14165.5,273.2,2693.7,8276.0,3807.6,7044.3,7787.0,1327.9,1001.9,9705.1,4155.3,6813.1,6781.4,10424.9,237.0,7528.1,11085.4,9410.2,8008.6,7794.4,10400.2,866.2,3975.7,7607.9,5564.6,9015.2,4190.2,7530.7,4876.7,8934.6,4301.1,3303.5,12478.1,7228.4,10863.3,10315.4,9613.6,6938.3,17318.1,9943.0,4618.9,0.0,8571.2,8609.2,1901.1,524.9,5481.6,1304.4,4514.4,7762.7,8200.7,10419.8,2459.1,10007.9,4837.8,4041.2,1642.8,8101.0,4665.5,12897.0,2351.3,16518.3,1992.9,1018.6,8008.2,16647.0,11700.8,5097.3,4540.2,2253.6,2278.6,761.1,4404.5,1994.8,864.4,4209.3,8020.2,7698.9,11783.7,9945.2,1426.2,4567.0,4685.0,8384.2,8346.8,12212.7,9698.0,8942.3,403.8,3039.8,6371.6,10757.4,3586.9,2771.6,1928.2,1740.9,2313.7,417.1,8796.2,9342.2,1387.8,2441.0,3904.3,5476.5,15364.8,535.8,3325.5,4753.9,8265.5,1464.2,2162.1,8377.9,4903.8,2090.0,492.8,1278.3,860.7,8916.5,7765.9,6743.3,9427.6,7293.0,3536.9,1019.8,13744.6,7793.8,3587.2,8422.2,7090.1,10135.3,12686.9,1046.1,637.7,6479.9,427.8,7727.3,2429.3,7355.4,7543.3,14343.3,6231.5,1068.3,16203.1,18304.7,9806.3,3119.8,4040.7,17078.3,17033.6,8391.3,656.9,11462.6,1767.6,4535.0,4942.7,11633.8,2265.1,9809.7,13475.8,10627.1,10744.2,10264.8,15976.8,812.1,2025.7,7961.6,3891.3,5021.7,768.3,5748.3,5409.5,8395.1,8084.0,7728.1,7845.6,5339.0,7940.2,16462.4,253.1,5047.0,3578.3,4391.8,476.6,6812.6,4818.3,9796.0,524.2,117.9,14850.0,5352.3,8414.8,12066.7,8771.7,1629.3,7483.0,3846.9,8233.0,3635.7,1687.9,573.0,2320.2,9327.8,4604.7,6030.1,8450.7,12313.8,4273.1,15943.1,17187.2,8110.5,1335.9,1788.2,3687.9,8104.9,15468.5,7820.7,5126.9,1270.7,4234.3,1743.6,8575.0,11184.1,3969.9,15785.9,418.9,8862.9,9153.8,16341.8,3431.1,4522.4,6573.8,7239.2
Cuba,12866.9,9098.8,7925.9,10825.5,7575.1,11044.8,1582.9,11959.4,1750.0,6797.7,10983.5,1297.0,16786.5,8444.3,11147.1,391.0,12368.5,14842.1,2143.7,9086.4,7652.9,1223.3,8622.9,1759.3,14433.7,4460.3,8799.9,12120.2,11377.0,4860.2,16356.8,1417.1,16820.7,9435.8,8114.8,15151.5,11985.6,16221.5,9732.9,4505.7,5676.0,365.8,10644.4,10046.8,6364.5,13649.5,18726.0,18829.1,1912.8,13752.8,10083.5,1451.0,7876.7,8571.2,0.0,1385.4,10434.4,8436.1,11167.3,7878.9,12542.6,1858.8,854.1,2583.7,10656.6,1455.8,9747.7,12094.9,8700.5,12900.4,12483.4,8314.7,6917.0,11969.1,8598.8,7558.3,3299.3,8929.7,15786.0,9985.9,6654.8,10713.7,10720.0,8053.5,8329.6,7094.6,9316.5,6011.4,2002.7,1725.1,13973.6,1458.1,7162.3,7357.1,6723.4,2745.5,639.8,15739.1,1134.9,14979.0,8811.9,6403.2,14709.9,17389.4,12123.8,11342.5,6764.5,7010.0,10775.6,8473.3,381.1,12581.8,7197.2,10915.8,11539.4,12665.6,10251.3,9096.3,11892.1,12506.8,15426.5,8749.7,10698.5,12660.9,7517.3,9449.0,8089.7,8779.3,7782.3,15015.3,14267.4,12809.0,17157.4,15843.4,7683.5,8824.2,11867.9,1928.5,6878.8,15400.7,13918.9,2555.0,13855.1,9417.5,8012.4,12429.4,8975.2,1722.7,7011.3,13103.9,11531.1,12646.7,14151.9,7682.7,13498.3,12976.0,1241.1,8900.2,9286.5,10980.1,13437.5,12674.4,9202.3,13647.1,7744.9,13095.6,13278.3,15245.4,10756.0,1472.3,15237.6,5397.9,3410.5,15647.3,7416.0,8610.8,6799.8,1227.3,12451.2,10399.6,9251.0,10795.0,11922.4,15207.8,8903.4,1640.1,1969.3,3421.8,1990.0,11006.0,8399.8,9428.3,12053.5,6709.3,9046.0,14660.0,7196.1,17467.7,8768.3,8521.0,13715.9,13247.6,12186.7,9287.7,13105.6,7167.2,16007.1,11296.0,3052.9,7951.6,8302.3,7999.9,10886.9,14609.3,12587.3,12619.2,15865.7,17146.3,8495.1,10796.2,11583.6,2135.6,8473.3,10358.1,11975.9,619.8,11808.7,1393.8,12030.5,9554.2,12795.7,7081.4,2443.4,6423.3,12037.4,13205.6,8463.2,2059.7,16013.9,11521.1,6605.3,12871.6,12140.0,12466.8
Curaçao,13159.3,9063.1,7503.0,11521.6,7518.9,9950.1,924.0,10731.0,947.6,5634.4,11103.9,104.0,17225.3,8539.0,11294.6,1667.1,12252.8,15450.6,1039.1,9377.8,7804.4,2162.8,7791.6,2268.5,15087.7,3210.9,8818.6,10904.0,10002.3,3483.8,15699.1,833.6,18105.1,9464.5,7322.4,15893.2,11072.8,17186.3,8917.8,5829.0,4873.2,1471.8,9863.8,9428.1,5308.0,14635.0,19426.6,18505.1,1024.2,12753.8,10574.2,1628.8,6971.2,8609.2,1385.4,0.0,10346.0,8589.4,10201.0,8179.1,12027.2,902.9,730.0,1853.2,10364.4,2158.2,8818.4,11626.6,9090.3,11650.5,11891.2,7152.2,7372.4,12667.7,9065.6,7598.2,1979.8,9425.3,14412.5,9022.0,5824.8,10549.4,10871.2,8228.4,7455.1,6864.3,9240.6,6843.7,811.2,919.6,15332.0,2319.5,7288.0,6478.3,5857.3,1380.4,822.5,14395.7,1886.8,16158.8,8915.3,6977.2,14976.8,18699.0,12184.0,11305.1,7005.5,7264.3,10609.0,8423.8,1098.4,13930.6,7315.8,10751.0,12048.5,11863.4,11148.4,9098.1,11812.0,13026.0,16338.7,9099.2,10602.0,11374.9,6570.5,9055.9,8163.2,9086.9,7917.4,16185.6,13154.7,11748.0,17940.6,15524.3,6994.6,8638.6,13032.2,910.2,6245.5,14280.5,12907.4,3754.4,15137.7,9569.1,7995.8,13422.0,8972.4,893.5,6663.8,11963.5,10292.1,13721.4,14670.8,7876.2,14145.5,13078.1,1756.0,8267.5,8484.0,11574.3,13864.1,13940.4,9185.0,15019.6,8147.8,12952.2,13533.8,16615.7,10612.6,1346.6,16352.5,4111.6,2458.3,16985.7,7540.0,8825.9,6658.1,714.4,12329.8,9467.1,9350.8,11813.1,11035.2,14070.0,7572.7,882.4,895.9,4031.4,848.7,11722.9,8400.7,8455.3,11829.0,5907.2,9081.5,13883.7,6276.7,18315.4,8908.2,8583.8,14655.4,12618.4,10884.7,7995.1,14393.1,7053.2,16016.1,10700.6,1704.0,8748.7,8709.8,8062.1,10838.6,15885.2,13018.3,11678.7,16712.7,18374.6,7642.9,11606.7,12156.4,871.8,8219.1,10368.4,12240.4,1087.5,12708.9,810.4,11219.6,9743.6,12666.4,7363.5,3828.1,5150.2,12411.5,13983.8,8414.2,696.7,17082.6,12263.3,6048.9,12500.2,11056.4,11303.8
Cyprus,3134.2,1339.1,3102.0,16715.3,2864.5,5383.4,9435.2,12481.7,9398.8,12872.1,1161.3,10405.3,12476.2,2085.6,1365.1,10153.3,1936.3,5593.2,9445.4,2109.0,2889.9,11589.7,4262.1,8683.0,5418.4,11664.6,1664.6,6425.5,10331.2,10497.6,6107.6,9557.6,8932.8,1088.8,4339.3,6193.5,4277.4,7548.2,3753.4,9201.6,6058.9,10799.6,3407.1,2627.2,13389.3,6269.7,9103.7,8480.2,11316.8,5317.2,18005.8,11768.9,5012.6,1901.1,10434.4,10346.0,0.0,2189.4,4503.9,2966.8,2741.8,9466.2,10005.5,12088.0,954.3,11881.8,4414.5,2299.2,2681.9,6826.5,2965.8,13167.8,4092.5,16072.4,3028.6,2888.0,9449.9,18051.1,10001.2,4579.8,5432.4,426.3,1174.1,2562.0,4624.8,3490.6,1119.7,5853.3,9687.7,9426.6,11020.4,11830.7,3326.2,5179.5,5526.8,9919.2,10166.6,10512.8,11567.1,7799.1,1770.3,4780.9,4718.2,9198.4,1896.7,967.8,3820.3,3616.2,471.6,1961.5,10638.3,8932.2,3287.1,568.0,3105.4,3918.9,15818.1,1365.3,1471.3,3649.6,6898.6,2507.8,264.2,7186.2,5411.4,1828.5,2393.9,2345.5,2749.8,7760.3,6131.4,5355.3,7796.6,5413.2,4177.0,1727.7,13575.6,9484.8,4590.4,6647.7,5449.9,12023.3,11931.0,1427.9,2422.7,5863.2,1478.2,9453.1,3759.5,5957.4,6619.2,13869.2,4809.0,2921.5,15118.7,16606.7,11659.3,3171.7,3828.8,17116.4,15717.7,7896.0,1247.3,10793.5,3337.6,2661.8,3388.3,10539.1,389.9,11606.3,12280.7,11634.2,12272.5,9051.2,17848.9,2185.4,3692.3,9737.5,2018.3,4320.5,1397.0,5702.1,4119.9,6648.3,8002.2,9465.7,9527.4,7240.1,9613.6,16531.3,2043.1,4765.8,1679.0,5289.7,1450.9,4974.6,5460.5,8148.4,1880.8,1974.2,13945.9,3569.2,7353.5,11961.5,8168.7,3302.7,5683.2,2487.2,9715.2,4747.5,2977.7,2470.5,509.6,8323.4,3370.2,4595.4,6988.0,10783.0,4430.0,16141.7,16831.9,9754.1,2193.2,455.4,2354.5,9941.1,15226.6,9585.1,3738.6,1483.8,2362.8,3596.9,10443.4,11935.8,2797.5,14915.8,1971.5,10509.3,7758.1,16148.7,4600.3,2639.8,5373.5,6009.0
Czechia,4571.7,1030.0,2688.7,16029.2,1338.2,6763.5,7666.0,13922.7,7669.0,12463.2,2550.5,8630.1,14124.1,264.8,2724.4,8120.9,4011.4,6965.8,7824.7,962.5,789.2,9530.0,4653.9,6679.0,6673.4,10614.1,677.2,8042.5,11608.5,9659.9,8251.6,7762.5,10287.7,1100.7,4450.0,7507.0,6055.2,8917.9,4714.6,7093.7,5160.6,8794.9,4816.7,3822.7,12739.1,6984.9,10903.8,10424.5,9607.0,7375.7,16805.5,9841.7,5079.5,524.9,8436.1,8589.4,2189.4,0.0,5997.8,820.9,4891.1,7773.1,8131.1,10426.6,2870.5,9849.5,5360.9,4426.6,1156.0,8602.4,5069.4,13296.4,1923.8,16046.5,1489.4,1064.7,8149.7,16192.7,12125.7,5621.6,4910.6,2581.8,2296.4,386.5,4889.3,2264.7,1295.3,3752.3,8050.1,7693.8,11435.5,9767.1,1301.7,4994.2,5064.2,8480.0,8262.2,12638.6,9548.4,8729.6,419.3,2616.9,6392.8,10682.5,3687.7,2959.7,1682.2,1453.5,2638.3,911.3,8685.5,8945.3,1273.6,2753.0,3701.4,5922.6,14840.9,904.3,3524.2,4605.6,8137.7,991.9,2436.1,8887.7,5343.3,2611.0,527.2,824.0,672.0,8708.1,8202.4,7226.0,9402.3,7474.8,3979.9,1544.5,13273.1,7811.7,3953.3,8808.8,7522.8,9843.7,12326.9,986.5,912.1,6161.6,845.2,7723.1,2741.4,7838.9,8065.9,13908.9,6155.1,759.3,15865.1,18131.9,9677.0,3634.0,4560.1,16558.4,16741.9,8020.8,1034.0,11097.0,1265.7,4730.3,4945.2,11374.4,2573.8,9735.3,13224.1,10885.7,10817.8,10059.0,15775.8,348.5,2194.4,7918.5,4095.5,5545.9,829.6,5326.6,5898.9,8794.4,8571.7,7715.7,7868.8,5116.3,7967.5,15946.5,692.2,5564.5,3856.6,4764.0,769.9,7159.7,5235.9,9776.0,333.1,409.2,14494.4,5727.8,8933.3,12533.4,8419.8,1826.2,7581.2,4314.2,8354.5,3110.9,1165.3,632.0,2538.5,9069.1,4501.6,6502.4,8358.3,12208.4,4765.8,15424.7,16691.4,8153.4,1835.3,1973.6,3652.8,8005.4,14988.3,7787.8,5601.5,1154.9,4431.6,1416.8,8255.3,11502.7,3871.0,15404.0,910.2,8896.7,9026.2,15845.4,3755.5,4828.2,7077.8,7742.6
Democratic Republic of the Congo,6395.4,5006.8,4152.1,17600.4,5545.6,900.7,9610.8,8031.2,9464.0,9331.9,5432.9,10301.6,12015.6,5754.7,5558.0,11127.4,4549.3,8035.2,9179.9,6426.3,6266.5,12302.3,2613.7,9924.8,8139.7,9396.2,5326.7,2048.1,5828.3,8148.8,5560.3,9778.2,10382.5,5193.3,3146.2,8561.3,909.5,9381.6,1637.9,12643.5,5505.1,11458.4,1181.1,2181.4,10051.3,9593.9,9274.3,8305.6,10724.6,2585.4,17203.2,11793.6,3292.2,5481.6,11167.3,10201.0,4503.9,5997.8,0.0,6777.3,2897.5,9400.8,10362.1,11107.6,3550.4,12355.9,1424.7,2909.7,6950.2,2694.6,2538.7,9057.0,7710.8,16668.3,7323.0,5892.9,8375.7,17417.7,6721.7,1184.0,4529.2,4137.1,5578.0,6211.4,2856.1,5267.0,4773.3,9559.8,9392.6,9492.1,13695.7,12493.3,6376.6,3815.5,4448.5,9026.5,10586.8,7188.3,12067.1,10427.5,5676.2,8344.4,6811.9,10252.7,5259.6,4726.8,6956.7,6904.7,4124.2,5168.6,11113.0,12642.1,6336.1,4129.6,7246.9,1850.1,18600.0,5165.8,4600.7,7341.4,9201.9,6758.0,4448.5,2911.5,3654.4,3395.8,5797.4,6565.6,6153.9,10368.2,3180.2,1714.7,8968.3,5780.4,3703.6,4491.6,16632.9,9355.3,4517.8,4276.5,2752.0,13679.5,14355.4,5736.3,5484.7,9734.8,5182.5,9502.1,5005.7,2205.4,2122.7,16130.2,7568.1,6416.7,15211.7,14332.2,11957.0,2826.5,2052.5,17156.0,14876.6,11635.7,5054.7,13718.2,7246.4,4675.3,6331.1,12592.9,4231.0,11463.0,13510.8,8838.6,10689.3,11202.7,15414.0,6205.9,5708.0,9981.9,4547.4,782.7,5545.4,10056.5,931.5,4111.9,4070.8,9571.7,9342.4,9431.7,9365.8,17522.4,5395.1,1748.2,3992.4,4490.9,5322.7,3744.7,3971.5,9147.9,5842.8,5599.5,15177.9,2901.5,2938.2,7644.1,11717.0,5572.5,6684.3,2090.1,8696.6,9059.3,7120.1,5788.8,4662.9,11132.7,6953.1,1478.2,8991.0,11479.9,2712.7,17935.2,16666.3,9335.2,4389.9,4958.9,6142.6,10548.4,17082.7,9804.4,1315.6,5879.0,4621.8,6980.5,12703.8,8603.1,6642.4,15633.4,5174.1,9886.0,9750.8,17150.1,4884.0,3659.0,1208.5,1841.7
